KH.100170058	KY.Chr1.1142
KH.C7.730	KY.Chr7.214
KH.C7.731	KY.Chr7.785
KH.C7.732	KY.Chr7.743
KH.C7.733	KY.Chr7.227
KH.C7.734	KY.Chr7.561
KH.C7.735	KY.Chr7.376
KH.C7.736	KY.Chr7.810
KH.C7.737	KY.Chr7.282
KH.C7.738	KY.Chr7.1059
KH.C7.739	KY.Chr7.426
KH.C7.73	KY.Chr7.1112
KH.C7.740	KY.Chr7.752
KH.C7.741	KY.Chr7.1084
KH.C7.742	KY.Chr7.530
KH.C7.743	KY.Chr7.644
KH.C7.744	KY.Chr7.978
KH.C7.745	KY.Chr7.862
KH.C7.746	KY.Chr7.763
KH.C7.747	KY.Chr7.617
KH.C7.748	KY.Chr7.1049
KH.C7.749	KY.Chr7.366
KH.C7.74	KY.Chr7.966
KH.C7.750	KY.Chr7.1029
KH.C7.751	KY.Chr7.267
KH.C7.752	KY.Chr7.852
KH.C7.753	KY.Chr7.899
KH.C7.754	KY.Chr7.1111
KH.C7.755	KY.Chr7.921
KH.C7.756	KY.Chr7.854
KH.C7.758	KY.Chr7.906
KH.C7.759	KY.Chr7.495
KH.C7.75	KY.Chr7.428
KH.C7.760	KY.Chr8.669
KH.C7.761	KY.Chr7.1062
KH.C7.762	KY.Chr7.434
KH.C7.763	KY.Chr7.1166
KH.C7.764	KY.Chr7.466
KH.C7.765	KY.Chr7.461
KH.C7.766	KY.Chr7.1086
KH.C7.767	KY.Chr7.423
KH.C7.768	KY.Chr7.491
KH.C7.769	KY.Chr7.688
KH.C7.76	KY.Chr7.890
KH.C7.770	KY.Chr7.738
KH.C7.771	KY.Chr7.509
KH.C7.772	KY.Chr7.289
KH.C7.773	KY.Chr7.516
KH.C7.774	KY.Chr7.830
KH.C7.775	KY.Chr7.1135
KH.C7.776	KY.Chr7.1141
KH.C7.777	KY.Chr7.361
KH.C7.778	KY.Chr7.436
KH.C7.779	KY.Chr7.1204
KH.C7.77	KY.Chr7.566
KH.C7.780	KY.Chr7.360
KH.C7.781	KY.Chr7.1008
KH.C7.782	KY.Chr7.486
KH.C7.783	KY.Chr7.814
KH.C7.784	KY.Chr7.887
KH.C7.785	KY.Chr7.526
KH.C7.786	KY.Chr7.406
KH.C7.787	KY.Chr7.1031
KH.C7.788	KY.Chr7.555
KH.C7.789	KY.Chr7.871
KH.C7.78	KY.UAContig26.5
KH.C7.794	KY.Chr7.417
KH.C7.798	KY.Chr7.544
KH.C7.79	KY.Chr7.649
KH.C7.7	KY.Chr7.817
KH.C7.804	KY.Chr7.917
KH.C7.805	KY.Chr7.1160
KH.C7.807	KY.Chr7.1164
KH.C7.80	KY.Chr7.1004
KH.C7.811	KY.Chr7.918
KH.C7.814	KY.Chr7.1041
KH.C7.81	KY.Chr7.658
KH.C7.82	KY.Chr7.1170
KH.C7.83	KY.Chr7.832
KH.C7.84	KY.Chr7.379
KH.C7.85	KY.Chr7.698
KH.C7.86	KY.Chr7.377
KH.C7.87	KY.Chr7.685
KH.C7.88	KY.Chr7.212
KH.C7.89	KY.Chr7.971
KH.C7.8	KY.Chr7.1119
KH.C7.90	KY.Chr7.1146
KH.C7.91	KY.Chr7.505
KH.C7.92	KY.Chr7.620
KH.C7.93	KY.Chr7.240
KH.C7.94	KY.Chr7.689
KH.C7.95	KY.Chr7.372
KH.C7.96	KY.Chr7.518
KH.C7.97	KY.Chr7.257
KH.C7.98	KY.Chr7.706
KH.C7.99	KY.Chr7.703
KH.C7.9	KY.Chr7.208
KH.C8.100	KY.Chr8.1260
KH.C8.101	KY.Chr8.673
KH.C8.102	KY.Chr8.683
KH.C8.103	KY.Chr8.1318
KH.C8.104	KY.Chr8.1106
KH.C8.105	KY.Chr8.436
KH.C8.106	KY.Chr8.1166
KH.C8.107	KY.Chr8.1242
KH.C8.108	KY.Chr8.1109
KH.C8.109	KY.Chr8.1148
KH.C8.10	KY.Chr8.708
KH.C8.110	KY.Chr8.1062
KH.C8.111	KY.Chr8.1095
KH.C8.112	KY.Chr8.1169
KH.C8.113	KY.Chr8.502
KH.C8.114	KY.Chr8.871
KH.C8.115	KY.Chr8.1131
KH.C8.116	KY.Chr8.796
KH.C8.117	KY.Chr8.852
KH.C8.118	KY.Chr8.918
KH.C8.119	KY.Chr8.310
KH.C8.11	KY.Chr8.1141
KH.C8.120	KY.Chr8.754
KH.C8.121	KY.Chr8.323
KH.C8.122	KY.Chr8.1156
KH.C8.123	KY.Chr8.1236
KH.C8.124	KY.Chr8.1176
KH.C8.125	KY.Chr8.694
KH.C8.126	KY.Chr8.830
KH.C8.127	KY.Chr8.405
KH.C8.128	KY.Chr8.1168
KH.C8.129	KY.Chr8.1285
KH.C8.12	KY.Chr8.464
KH.C8.130	KY.Chr8.530
KH.C8.131	KY.Chr8.1282
KH.C8.132	KY.Chr8.1278
KH.C8.133	KY.Chr8.1046
KH.C8.134	KY.Chr8.685
KH.C8.135	KY.Chr8.834
KH.C8.136	KY.Chr8.552
KH.C8.137	KY.Chr8.1104
KH.C8.138	KY.Chr8.520
KH.C8.139	KY.Chr8.287
KH.C8.13	KY.Chr8.746
KH.C8.140	KY.Chr8.662
KH.C8.141	KY.Chr8.778
KH.C8.142	KY.Chr8.397
KH.C8.143	KY.Chr8.993
KH.C8.144	KY.Chr8.683
KH.C8.145	KY.Chr8.739
KH.C8.146	KY.Chr8.535
KH.C8.147	KY.Chr8.437
KH.C8.148	KY.Chr8.1324
KH.C8.149	KY.Chr8.290
KH.C8.14	KY.Chr8.255
KH.C8.150	KY.Chr8.522
KH.C8.151	KY.Chr8.1320
KH.C8.152	KY.Chr8.926
KH.C8.153	KY.Chr5.413
KH.C8.154	KY.Chr8.1038
KH.C8.155	KY.Chr8.941
KH.C8.156	KY.Chr8.633
KH.C8.157	KY.Chr8.1081
KH.C8.158	KY.Chr8.734
KH.C8.159	KY.Chr8.1128
KH.C8.15	KY.Chr8.558
KH.C8.160	KY.Chr8.748
KH.C8.161	KY.Chr8.701
KH.C8.162	KY.Chr8.1014
KH.C8.163	KY.Chr8.607
KH.C8.164	KY.Chr8.261
KH.C8.165	KY.Chr8.978
KH.C8.166	KY.Chr8.1064
KH.C8.167	KY.Chr8.486
KH.C8.168	KY.Chr8.205
KH.C8.169	KY.Chr8.483
KH.C8.16	KY.Chr8.882
KH.C8.170	KY.Chr8.373
KH.C8.171	KY.Chr8.338
KH.C8.172	KY.Chr8.1240
KH.C8.173	KY.Chr8.928
KH.C8.174	KY.Chr8.270
KH.C8.175	KY.Chr8.248
KH.C8.176	KY.Chr8.870
KH.C8.177	KY.Chr8.538
KH.C8.178	KY.Chr8.206
KH.C8.179	KY.Chr8.570
KH.C8.17	KY.Chr8.840
KH.C8.180	KY.Chr8.722
KH.C8.181	KY.Chr8.388
KH.C8.182	KY.Chr8.839
KH.C8.183	KY.Chr8.548
KH.C8.184	KY.Chr8.588
KH.C8.185	KY.Chr8.1056
KH.C8.186	KY.Chr8.1162
KH.C8.187	KY.Chr8.543
KH.C8.188	KY.Chr8.853
KH.C8.189	KY.Chr8.823
KH.C8.18	KY.Chr8.330
KH.C8.190	KY.Chr8.458
KH.C8.191	KY.Chr8.644
KH.C8.192	KY.Chr8.363
KH.C8.193	KY.Chr8.568
KH.C8.194	KY.Chr8.341
KH.C8.195	KY.Chr8.1023
KH.C8.196	KY.Chr8.850
KH.C8.197	KY.Chr8.1118
KH.C8.198	KY.Chr8.1006
KH.C8.199	KY.Chr8.479
KH.C8.19	KY.Chr8.587
KH.C8.1	KY.Chr8.277
KH.C8.200	KY.Chr8.731
KH.C8.201	KY.Chr8.1073
KH.C8.202	KY.Chr8.854
KH.C8.203	KY.Chr8.1121
KH.C8.204	KY.Chr8.820
KH.C8.205	KY.Chr8.936
KH.C8.206	KY.Chr8.1298
KH.C8.207	KY.Chr8.1133
KH.C8.208	KY.Chr8.449
KH.C8.209	KY.Chr8.605
KH.C8.20	KY.Chr8.245
KH.C8.210	KY.Chr8.1237
KH.C8.211	KY.Chr8.369
KH.C8.212	KY.Chr8.920
KH.C8.213	KY.Chr8.386
KH.C8.214	KY.Chr8.357
KH.C8.215	KY.Chr8.881
KH.C8.216	KY.Chr8.697
KH.C8.217	KY.Chr8.1151
KH.C8.218	KY.Chr8.299
KH.C8.219	KY.Chr8.1042
KH.C8.21	KY.Chr8.1024
KH.C8.220	KY.Chr8.1184
KH.C8.221	KY.Chr8.262
KH.C8.222	KY.Chr8.888
KH.C8.223	KY.Chr8.1117
KH.C8.224	KY.Chr8.352
KH.C8.225	KY.Chr8.862
KH.C8.226	KY.Chr8.1085
KH.C8.227	KY.Chr8.1012
KH.C8.228	KY.Chr8.1162
KH.C8.229	KY.Chr8.448
KH.C8.22	KY.Chr8.358
KH.C8.230	KY.Chr8.362
KH.C8.231	KY.Chr8.444
KH.C8.232	KY.Chr8.1320
KH.C8.233	KY.Chr8.389
KH.C8.234	KY.Chr8.1088
KH.C8.235	KY.Chr8.790
KH.C8.236	KY.Chr8.640
KH.C8.237	KY.Chr8.859
KH.C8.238	KY.Chr8.431
KH.C8.239	KY.Chr8.902
KH.C8.23	KY.Chr8.1143
KH.C8.240	KY.Chr8.715
KH.C8.241	KY.Chr8.344
KH.C8.242	KY.Chr8.843
KH.C8.243	KY.Chr8.686
KH.C8.244	KY.Chr8.1112
KH.C8.245	KY.Chr8.401
KH.C8.246	KY.Chr8.303
KH.C8.247	KY.Chr8.613
KH.C8.248	KY.Chr1.896
KH.C8.249	KY.Chr8.404
KH.C8.24	KY.Chr8.842
KH.C8.250	KY.Chr8.1229
KH.C8.251	KY.Chr8.329
KH.C8.252	KY.Chr8.410
KH.C8.253	KY.Chr8.886
KH.C8.254	KY.Chr8.413
KH.C8.255	KY.Chr8.1174
KH.C8.256	KY.Chr8.1247
KH.C8.257	KY.Chr8.459
KH.C8.258	KY.Chr8.455
KH.C8.259	KY.Chr8.1293
KH.C8.25	KY.Chr8.1241
KH.C8.260	KY.Chr8.576
KH.C8.261	KY.Chr8.1227
KH.C8.262	KY.Chr8.1061
KH.C8.263	KY.Chr8.601
KH.C8.264	KY.Chr8.264
KH.C8.265	KY.Chr8.1215
KH.C8.266	KY.Chr8.1188
KH.C8.267	KY.Chr8.404
KH.C8.268	KY.Chr8.578
KH.C8.269	KY.Chr8.894
KH.C8.26	KY.Chr8.295
KH.C8.270	KY.Chr8.309
KH.C8.271	KY.Chr8.465
KH.C8.272	KY.Chr8.797
KH.C8.273	KY.Chr8.1041
KH.C8.274	KY.Chr8.1267
KH.C8.275	KY.Chr8.1224
KH.C8.277	KY.Chr8.244
KH.C8.278	KY.Chr8.327
KH.C8.279	KY.Chr8.648
KH.C8.27	KY.Chr8.250
KH.C8.280	KY.Chr8.612
KH.C8.281	KY.Chr8.977
KH.C8.282	KY.Chr8.1222
KH.C8.283	KY.Chr8.300
KH.C8.284	KY.Chr8.273
KH.C8.285	KY.Chr8.970
KH.C8.286	KY.Chr8.1290
KH.C8.287	KY.Chr8.1147
KH.C8.288	KY.Chr8.676
KH.C8.289	KY.Chr8.541
KH.C8.28	KY.Chr8.691
KH.C8.290	KY.Chr8.729
KH.C8.291	KY.Chr8.925
KH.C8.293	KY.Chr8.1232
KH.C8.294	KY.Chr8.528
KH.C8.295	KY.Chr8.1198
KH.C8.296	KY.Chr8.581
KH.C8.297	KY.Chr8.1251
KH.C8.298	KY.Chr8.1076
KH.C8.299	KY.Chr8.335
KH.C8.2	KY.Chr8.1105
KH.C8.300	KY.Chr8.1257
KH.C8.301	KY.Chr8.412
KH.C8.302	KY.Chr8.302
KH.C8.303	KY.Chr8.944
KH.C8.304	KY.Chr8.1030
KH.C8.305	KY.Chr8.736
KH.C8.306	KY.Chr8.295
KH.C8.307	KY.Chr8.457
KH.C8.308	KY.Chr8.1107
KH.C8.309	KY.Chr8.907
KH.C8.30	KY.Chr8.1067
KH.C8.310	KY.Chr8.246
KH.C8.311	KY.Chr8.953
KH.C8.312	KY.Chr8.594
KH.C8.313	KY.Chr8.1202
KH.C8.314	KY.Chr8.475
KH.C8.316	KY.Chr8.453
KH.C8.317	KY.Chr8.986
KH.C8.318	KY.Chr8.379
KH.C8.319	KY.Chr8.911
KH.C8.31	KY.Chr8.546
KH.C8.320	KY.Chr8.915
KH.C8.321	KY.Chr8.1322
KH.C8.322	KY.Chr8.726
KH.C8.323	KY.Chr8.339
KH.C8.324	KY.Chr8.651
KH.C8.325	KY.Chr8.265
KH.C8.326	KY.Chr8.1213
KH.C8.327	KY.Chr8.1003
KH.C8.328	KY.Chr8.1132
KH.C8.329	KY.Chr8.1250
KH.C8.32	KY.Chr8.592
KH.C8.330	KY.Chr8.1146
KH.C8.331	KY.Chr8.617
KH.C8.332	KY.Chr8.1033
KH.C8.333	KY.Chr8.267
KH.C8.334	KY.Chr8.451
KH.C8.335	KY.Chr8.792
KH.C8.336	KY.Chr8.435
KH.C8.337	KY.Chr8.319
KH.C8.338	KY.Chr8.957
KH.C8.339	KY.Chr8.678
KH.C8.33	KY.Chr8.979
KH.C8.341	KY.Chr8.404
KH.C8.342	KY.Chr1.897
KH.C8.343	KY.Chr8.945
KH.C8.344	KY.Chr8.1305
KH.C8.345	KY.Chr8.214
KH.C8.346	KY.Chr8.1301
KH.C8.347	KY.Chr8.857
KH.C8.348	KY.Chr8.1193
KH.C8.349	KY.Chr8.615
KH.C8.34	KY.Chr8.723
KH.C8.350	KY.Chr8.1009
KH.C8.351	KY.Chr8.1220
KH.C8.352	KY.Chr8.776
KH.C8.353	KY.Chr8.468
KH.C8.354	KY.Chr8.991
KH.C8.355	KY.Chr8.203
KH.C8.356	KY.Chr8.1072
KH.C8.357	KY.Chr8.324
KH.C8.358	KY.Chr8.646
KH.C8.359	KY.Chr8.497
KH.C8.35	KY.Chr8.582
KH.C8.360	KY.Chr8.518
KH.C8.361	KY.Chr8.949
KH.C8.362	KY.Chr8.296
KH.C8.363	KY.Chr8.649
KH.C8.364	KY.Chr8.998
KH.C8.365	KY.Chr8.1283
KH.C8.366	KY.Chr8.791
KH.C8.367	KY.Chr8.380
KH.C8.368	KY.Chr8.555
KH.C8.369	KY.Chr8.692
KH.C8.36	KY.Chr8.1290
KH.C8.370	KY.Chr8.482
KH.C8.371	KY.Chr8.858
KH.C8.372	KY.Chr8.721
KH.C8.373	KY.Chr8.713
KH.C8.374	KY.Chr8.703
KH.C8.375	KY.Chr8.965
KH.C8.376	KY.Chr8.740
KH.C8.377	KY.Chr8.741
KH.C8.378	KY.Chr8.1086
KH.C8.379	KY.Chr8.562
KH.C8.37	KY.Chr8.1129
KH.C8.380	KY.Chr8.827
KH.C8.381	KY.Chr8.239
KH.C8.382	KY.Chr8.1070
KH.C8.383	KY.Chr8.303
KH.C8.384	KY.Chr8.976
KH.C8.385	KY.Chr8.1175
KH.C8.386	KY.Chr8.706
KH.C8.387	KY.Chr8.1203
KH.C8.388	KY.Chr8.1089
KH.C8.389	KY.Chr8.1125
KH.C8.38	KY.Chr8.815
KH.C8.390	KY.Chr8.348
KH.C8.391	KY.Chr8.278
KH.C8.392	KY.Chr8.366
KH.C8.393	KY.Chr8.268
KH.C8.394	KY.Chr8.801
KH.C8.395	KY.Chr8.916
KH.C8.396	KY.Chr8.660
KH.C8.397	KY.Chr8.836
KH.C8.398	KY.Chr8.326
KH.C8.399	KY.Chr8.1218
KH.C8.39	KY.Chr8.644
KH.C8.3	KY.Chr8.863
KH.C8.400	KY.Chr8.332
KH.C8.401	KY.Chr8.201
KH.C8.402	KY.Chr8.282
KH.C8.403	KY.Chr8.1149
KH.C8.404	KY.Chr8.1028
KH.C8.405	KY.Chr8.1195
KH.C8.406	KY.Chr8.1124
KH.C8.407	KY.Chr8.889
KH.C8.408	KY.Chr8.1167
KH.C8.409	KY.Chr8.664
KH.C8.40	KY.Chr8.1266
KH.C8.410	KY.Chr8.1113
KH.C8.411	KY.Chr8.590
KH.C8.412	KY.Chr8.645
KH.C8.413	KY.Chr8.526
KH.C8.414	KY.Chr8.269
KH.C8.415	KY.Chr8.1019
KH.C8.416	KY.Chr8.303
KH.C8.417	KY.Chr8.529
KH.C8.418	KY.Chr8.964
KH.C8.419	KY.Chr8.597
KH.C8.41	KY.Chr8.826
KH.C8.420	KY.Chr8.914
KH.C8.421	KY.Chr8.1140
KH.C8.422	KY.Chr8.618
KH.C8.423	KY.Chr8.743
KH.C8.424	KY.Chr8.603
KH.C8.425	KY.Chr8.284
KH.C8.426	KY.Chr8.789
KH.C8.427	KY.Chr8.958
KH.C8.428	KY.Chr8.922
KH.C8.429	KY.Chr8.585
KH.C8.42	KY.Chr8.846
KH.C8.430	KY.Chr8.1262
KH.C8.431	KY.Chr8.1079
KH.C8.432	KY.Chr8.784
KH.C8.433	KY.Chr8.306
KH.C8.434	KY.Chr8.1201
KH.C8.435	KY.Chr8.1090
KH.C8.436	KY.Chr8.762
KH.C8.437	KY.Chr8.390
KH.C8.438	KY.Chr8.726
KH.C8.439	KY.Chr8.333
KH.C8.43	KY.Chr8.388
KH.C8.440	KY.Chr8.970
KH.C8.441	KY.Chr8.1158
KH.C8.442	KY.Chr8.504
KH.C8.443	KY.Chr8.959
KH.C8.444	KY.Chr8.271
KH.C8.445	KY.Chr8.735
KH.C8.446	KY.Chr8.771
KH.C8.447	KY.Chr8.1304
KH.C8.448	KY.Chr8.354
KH.C8.449	KY.Chr8.874
KH.C8.44	KY.Chr8.337
KH.C8.450	KY.Chr8.853
KH.C8.451	KY.Chr8.499
KH.C8.452	KY.Chr8.1047
KH.C8.453	KY.Chr8.371
KH.C8.454	KY.Chr8.1031
KH.C8.455	KY.Chr8.704
KH.C8.456	KY.Chr8.652
KH.C8.457	KY.Chr8.1096
KH.C8.458	KY.Chr8.1299
KH.C8.459	KY.Chr8.779
KH.C8.45	KY.Chr8.829
KH.C8.460	KY.Chr8.1287
KH.C8.461	KY.Chr8.772
KH.C8.462	KY.Chr8.1292
KH.C8.463	KY.Chr8.411
KH.C8.464	KY.Chr8.892
KH.C8.465	KY.Chr8.500
KH.C8.466	KY.Chr8.966
KH.C8.467	KY.Chr8.983
KH.C8.468	KY.Chr8.1098
KH.C8.469	KY.Chr8.425
KH.C8.46	KY.Chr8.346
KH.C8.470	KY.Chr8.632
KH.C8.471	KY.Chr8.805
KH.C8.472	KY.Chr8.1196
KH.C8.473	KY.Chr8.954
KH.C8.474	KY.Chr8.345
KH.C8.475	KY.Chr8.798
KH.C8.476	KY.Chr8.744
KH.C8.477	KY.Chr8.906
KH.C8.478	KY.Chr8.515
KH.C8.479	KY.Chr8.963
KH.C8.47	KY.Chr8.1219
KH.C8.480	KY.Chr8.527
KH.C8.481	KY.Chr8.621
KH.C8.482	KY.Chr8.909
KH.C8.483	KY.Chr8.1159
KH.C8.484	KY.Chr8.418
KH.C8.485	KY.Chr8.1230
KH.C8.486	KY.Chr8.1280
KH.C8.487	KY.Chr8.307
KH.C8.488	KY.Chr8.443
KH.C8.489	KY.Chr8.1058
KH.C8.48	KY.Chr8.696
KH.C8.490	KY.Chr8.1321
KH.C8.491	KY.Chr8.240
KH.C8.492	KY.Chr8.1253
KH.C8.493	KY.Chr8.276
KH.C8.494	KY.Chr8.1238
KH.C8.496	KY.Chr8.1205
KH.C8.497	KY.Chr8.700
KH.C8.498	KY.Chr8.288
KH.C8.499	KY.Chr8.764
KH.C8.49	KY.Chr8.900
KH.C8.4	KY.Chr8.1248
KH.C8.500	KY.Chr8.289
KH.C8.501	KY.Chr8.621
KH.C8.502	KY.Chr8.556
KH.C8.503	KY.Chr8.202
KH.C8.504	KY.Chr8.1017
KH.C8.505	KY.Chr8.252
KH.C8.506	KY.Chr8.1161
KH.C8.507	KY.Chr8.1214
KH.C8.508	KY.Chr8.983
KH.C8.509	KY.Chr8.305
KH.C8.50	KY.Chr8.263
KH.C8.510	KY.Chr8.306
KH.C8.511	KY.Chr8.1018
KH.C8.512	KY.Chr8.548
KH.C8.513	KY.Chr8.593
KH.C8.514	KY.Chr8.1319
KH.C8.515	KY.Chr8.380
KH.C8.516	KY.Chr8.955
KH.C8.517	KY.Chr8.1264
KH.C8.518	KY.Chr8.667
KH.C8.519	KY.Chr8.742
KH.C8.51	KY.Chr8.817
KH.C8.520	KY.Chr8.844
KH.C8.521	KY.Chr8.1316
KH.C8.522	KY.Chr8.1277
KH.C8.523	KY.Chr8.1223
KH.C8.524	KY.Chr8.578
KH.C8.525	KY.Chr8.1152
KH.C8.526	KY.Chr8.895
KH.C8.527	KY.Chr8.586
KH.C8.528	KY.Chr8.419
KH.C8.529	KY.Chr8.938
KH.C8.52	KY.Chr8.693
KH.C8.530	KY.Chr8.478
KH.C8.531	KY.Chr8.718
KH.C8.532	KY.Chr8.242
KH.C8.533	KY.Chr8.1068
KH.C8.534	KY.Chr8.557
KH.C8.535	KY.Chr8.1102
KH.C8.536	KY.Chr8.554
KH.C8.537	KY.Chr8.266
KH.C8.538	KY.Chr8.608
KH.C8.539	KY.Chr8.833
KH.C8.53	KY.Chr8.1284
KH.C8.540	KY.Chr8.440
KH.C8.541	KY.Chr1.898
KH.C8.542	KY.Chr8.1170
KH.C8.543	KY.Chr8.890
KH.C8.544	KY.Chr8.619
KH.C8.545	KY.Chr8.1004
KH.C8.546	KY.Chr8.819
KH.C8.547	KY.Chr8.878
KH.C8.548	KY.Chr8.719
KH.C8.549	KY.Chr8.1178
KH.C8.54	KY.Chr8.811
KH.C8.550	KY.Chr8.502
KH.C8.551	KY.Chr8.292
KH.C8.552	KY.Chr8.439
KH.C8.553	KY.Chr8.320
KH.C8.554	KY.Chr8.532
KH.C8.555	KY.Chr8.1295
KH.C8.556	KY.Chr8.434
KH.C8.557	KY.Chr8.1180
KH.C8.558	KY.Chr8.285
KH.C8.55	KY.Chr8.1065
KH.C8.560	KY.Chr8.452
KH.C8.561	KY.Chr8.777
KH.C8.562	KY.Chr8.523
KH.C8.563	KY.Chr8.622
KH.C8.564	KY.Chr8.611
KH.C8.565	KY.Chr8.480
KH.C8.566	KY.Chr8.1270
KH.C8.567	KY.Chr8.324
KH.C8.568	KY.Chr8.1269
KH.C8.569	KY.Chr8.1078
KH.C8.56	KY.Chr8.647
KH.C8.570	KY.Chr8.675
KH.C8.571	KY.Chr8.544
KH.C8.572	KY.Chr8.973
KH.C8.573	KY.Chr8.999
KH.C8.575	KY.Chr8.1234
KH.C8.576	KY.Chr8.774
KH.C8.577	KY.Chr8.580
KH.C8.578	KY.Chr8.1171
KH.C8.579	KY.Chr8.1052
KH.C8.57	KY.Chr8.947
KH.C8.580	KY.Chr8.347
KH.C8.581	KY.Chr8.699
KH.C8.582	KY.Chr8.1204
KH.C8.583	KY.Chr8.251
KH.C8.584	KY.Chr8.596
KH.C8.585	KY.Chr8.1101
KH.C8.586	KY.Chr8.283
KH.C8.587	KY.Chr8.961
KH.C8.588	KY.Chr8.861
KH.C8.589	KY.Chr8.1287
KH.C8.58	KY.Chr8.1172
KH.C8.590	KY.Chr8.990
KH.C8.591	KY.Chr8.1160
KH.C8.592	KY.Chr8.452
KH.C8.593	KY.Chr8.1040
KH.C8.594	KY.Chr8.816
KH.C8.595	KY.Chr8.1261
KH.C8.596	KY.Chr8.887
KH.C8.597	KY.Chr8.1233
KH.C8.598	KY.Chr8.1296
KH.C8.599	KY.Chr8.258
KH.C8.59	KY.Chr8.960
KH.C8.5	KY.Chr8.536
KH.C8.600	KY.Chr8.952
KH.C8.601	KY.Chr8.848
KH.C8.602	KY.Chr8.534
KH.C8.603	KY.Chr8.757
KH.C8.604	KY.Chr8.1263
KH.C8.605	KY.Chr8.812
KH.C8.606	KY.Chr8.1133
KH.C8.607	KY.Chr8.1009
KH.C8.608	KY.Chr8.1114
KH.C8.609	KY.Chr8.1297
KH.C8.60	KY.Chr8.572
KH.C8.610	KY.Chr8.414
KH.C8.611	KY.Chr8.1274
KH.C8.613	KY.Chr8.1091
KH.C8.614	KY.Chr8.917
KH.C8.615	KY.Chr8.795
KH.C8.616	KY.Chr8.1172
KH.C8.617	KY.Chr8.1110
KH.C8.618	KY.Chr8.525
KH.C8.619	KY.Chr8.1108
KH.C8.61	KY.Chr8.308
KH.C8.620	KY.Chr8.204
KH.C8.621	KY.Chr8.553
KH.C8.622	KY.Chr8.1315
KH.C8.623	KY.Chr8.750
KH.C8.624	KY.Chr8.761
KH.C8.625	KY.Chr8.1183
KH.C8.626	KY.Chr8.574
KH.C8.627	KY.Chr8.199
KH.C8.628	KY.Chr8.897
KH.C8.629	KY.Chr8.341
KH.C8.62	KY.Chr8.303
KH.C8.630	KY.Chr8.677
KH.C8.631	KY.Chr8.368
KH.C8.632	KY.Chr8.1177
KH.C8.633	KY.Chr8.242
KH.C8.634	KY.Chr8.880
KH.C8.635	KY.Chr8.473
KH.C8.636	KY.Chr8.1110
KH.C8.637	KY.Chr8.981
KH.C8.638	KY.Chr8.715
KH.C8.639	KY.Chr8.531
KH.C8.63	KY.Chr8.376
KH.C8.640	KY.Chr8.801
KH.C8.641	KY.Chr8.1154
KH.C8.642	KY.Chr8.565
KH.C8.643	KY.Chr8.725
KH.C8.644	KY.Chr8.893
KH.C8.645	KY.Chr8.646
KH.C8.646	KY.Chr8.1136
KH.C8.647	KY.Chr8.975
KH.C8.648	KY.Chr8.253
KH.C8.649	KY.Chr8.545
KH.C8.64	KY.Chr8.948
KH.C8.650	KY.Chr8.349
KH.C8.651	KY.Chr8.402
KH.C8.652	KY.Chr8.559
KH.C8.653	KY.Chr8.712
KH.C8.654	KY.Chr8.782
KH.C8.655	KY.Chr8.695
KH.C8.656	KY.Chr8.551
KH.C8.657	KY.Chr8.573
KH.C8.658	KY.Chr8.980
KH.C8.659	KY.Chr8.400
KH.C8.65	KY.Chr8.1256
KH.C8.660	KY.Chr8.328
KH.C8.661	KY.Chr8.950
KH.C8.662	KY.Chr8.901
KH.C8.663	KY.Chr8.806
KH.C8.664	KY.Chr8.286
KH.C8.665	KY.Chr8.883
KH.C8.666	KY.Chr8.1051
KH.C8.667	KY.Chr8.401
KH.C8.668	KY.Chr8.1066
KH.C8.669	KY.Chr8.913
KH.C8.66	KY.Chr8.804
KH.C8.670	KY.Chr8.571
KH.C8.671	KY.Chr8.1028
KH.C8.672	KY.UAContig2.9
KH.C8.673	KY.Chr8.875
KH.C8.674	KY.Chr8.1034
KH.C8.675	KY.Chr8.408
KH.C8.676	KY.Chr8.1182
KH.C8.677	KY.Chr8.370
KH.C8.678	KY.Chr8.1055
KH.C8.679	KY.Chr8.1258
KH.C8.67	KY.Chr8.1127
KH.C8.680	KY.Chr8.870
KH.C8.681	KY.Chr8.681
KH.C8.682	KY.Chr8.1216
KH.C8.683	KY.Chr8.498
KH.C8.684	KY.Chr8.1005
KH.C8.685	KY.Chr8.1276
KH.C8.686	KY.Chr8.1063
KH.C8.687	KY.Chr8.1323
KH.C8.688	KY.Chr8.1279
KH.C8.689	KY.Chr8.974
KH.C8.68	KY.Chr8.865
KH.C8.690	KY.Chr8.879
KH.C8.691	KY.Chr8.1269
KH.C8.692	KY.Chr8.348
KH.C8.693	KY.Chr8.1045
KH.C8.694	KY.Chr8.386
KH.C8.695	KY.Chr8.1032
KH.C8.696	KY.Chr8.1123
KH.C8.697	KY.Chr8.1228
KH.C8.698	KY.Chr8.877
KH.C8.699	KY.Chr8.828
KH.C8.69	KY.Chr8.351
KH.C8.6	KY.Chr8.921
KH.C8.700	KY.Chr8.849
KH.C8.701	KY.Chr8.243
KH.C8.702	KY.Chr8.749
KH.C8.703	KY.Chr8.773
KH.C8.704	KY.Chr8.1302
KH.C8.705	KY.Chr8.1150
KH.C8.706	KY.Chr8.1022
KH.C8.707	KY.Chr8.1181
KH.C8.708	KY.Chr8.705
KH.C8.709	KY.Chr8.969
KH.C8.70	KY.Chr8.937
